0 0
1 1
2 1
3 2
4 2
5 1
6 2
7 2
8 1
9 2
10 2
11 2
12 1
13 2
14 2
15 2
16 2
17 2
18 2
23 2
28 2
33 2
34 2
35 2
36 2
37 2
38 2
42 2
46 2
52 1
53 2
54 1
55 2
56 2
57 2
58 2
60 2
63 2
64 2
69 2
70 2
71 2
80 1
81 2
82 2
83 2
85 2
88 2
91 2
98 2
99 2
100 2
101 2
102 2
104 2
105 2
106 2
109 2
113 2
114 2
116 2
119 2
120 2
122 2
123 2
134 2
135 2
137 2
145 2
146 2
147 2
151 2
153 2
164 2
166 2
174 2
175 2
179 2
180 2
193 2
205 2
206 2
210 2
219 2
289 2
292 2
295 2
344 2
393 2
433 2
434 2
435 2
436 2
440 2
444 2
450 2
451 2
463 2
464 2
466 2
480 2
482 2
493 2
503 2
545 2
579 2
621 2
696 1
697 2
698 2
699 2
700 2
702 2
705 2
706 2
707 2
710 2
711 2
712 2
714 2
716 2
717 2
723 2
724 2
726 2
727 2
728 2
731 2
732 2
734 2
739 2
742 2
744 2
750 2
751 2
753 2
754 2
760 2
762 2
765 2
777 2
796 2
798 2
800 2
828 2
830 2
862 2
863 2
865 2
867 2
1062 2
1063 2
1065 2
1068 2
1074 2
1076 2
1080 2
1082 2
1088 2
1092 2
1111 2
1130 2
1262 2
1263 2
1265 2
1268 1
1269 2
1270 2
1271 2
1273 2
1276 2
1278 2
1281 2
1282 2
1287 1
1288 2
1289 2
1290 2
1292 2
1295 2
1296 2
1301 2
1302 2
1308 2
1334 2
1362 2
1387 2
1426 2
1428 2
1481 2
1483 2
1487 2
1492 2
1553 2
1555 2
1557 2
1559 2
1561 2
1563 2
1565 2
1569 2
1570 2
1572 2
1573 2
1737 2
1739 2
1742 2
1745 2
1838 2
1841 2
1843 2
1844 2
1846 2
1851 2
1978 2
1980 2
1981 2
2027 1
2138 2
2139 2
2141 2
2146 2
2253 2
2254 2
2398 2
2404 2
2406 2
2416 2
2417 2
2421 2
2424 2
2427 2
2429 2
2434 2
2450 2
2451 2
2455 2
2458 1
2459 2
2490 2
2491 2
2495 2
2498 2
2501 2
2503 2
2512 2
2599 2
2608 2
2620 2
2639 2
2674 2
2679 2
2681 2
2688 2
2699 2
2701 2
2703 2
2765 2
2769 2
2774 2
2948 2
3440 2
3447 2
3448 2
3452 2
3467 2
3468 2
3472 2
3530 2
3560 2
3564 2
3573 2
3575 2
3624 2
3627 2
3635 2
4062 2
4210 2
5064 2
5065 2
5069 2
7146 2
9618 2
11461 2
11592 2
11893 2
11905 2
12326 2
12488 2
14238 2
14330 2
17539 2
17541 2
17545 2
17565 2
17574 1
17584 2
17673 2
17675 2
17677 2
17678 2
17680 2
17681 2
17683 2
17766 2
17946 2
17950 2
17956 2
17967 2
17977 2
17982 2
18213 2
18217 2
18225 2
18226 2
18228 2
18255 2
18409 2
23263 2
24595 1
25781 2
29432 2
29443 2
29454 2
29474 2
29478 2
29719 2
29723 2
29728 2
29739 2
29742 2
29763 2
29911 2
29914 2
29922 2
29925 2
29992 2
30059 2
30080 2
34080 2
34198 1
35487 2
52030 2
53339 2
