0 0
1 1
2 1
3 2
4 2
5 1
6 2
7 2
8 1
9 2
10 2
11 2
12 1
13 2
14 2
15 2
16 2
17 2
18 2
23 2
28 2
33 1
34 1
35 2
36 2
37 2
38 2
39 2
40 2
43 2
47 2
53 1
54 2
55 1
56 2
57 2
58 2
59 2
61 2
64 2
65 2
66 2
70 2
71 2
72 2
81 1
82 2
83 2
84 2
86 2
89 2
92 2
93 2
100 2
101 2
102 2
103 2
104 2
106 2
107 2
108 2
111 2
115 2
116 2
118 2
121 2
122 2
124 2
125 2
136 2
137 2
139 2
147 2
148 2
149 2
153 2
155 2
166 2
168 2
176 1
177 2
181 2
182 2
195 2
207 2
208 2
209 2
212 2
213 2
218 2
219 2
221 2
229 2
237 1
238 1
239 1
241 1
287 2
291 2
292 2
294 2
295 2
296 2
297 2
305 2
306 2
342 2
346 2
392 2
395 2
421 2
430 2
435 2
436 2
437 2
439 2
440 2
444 2
448 2
451 1
452 1
453 1
454 2
455 2
456 2
462 1
465 2
469 2
470 2
472 2
474 1
477 2
486 2
488 2
499 2
509 2
511 1
513 1
514 1
541 2
542 2
551 2
553 1
585 2
587 1
616 2
627 2
629 1
665 2
666 2
702 1
703 2
704 1
705 2
706 2
707 2
713 2
714 1
719 1
720 2
721 2
722 2
724 2
727 2
730 2
734 2
735 2
736 2
738 2
739 2
740 2
743 2
744 2
746 2
751 2
752 2
754 2
756 2
762 1
765 2
766 2
774 1
777 2
784 2
787 2
788 2
789 2
807 2
808 2
810 2
812 2
820 2
839 2
840 1
842 2
849 2
852 2
874 2
875 1
877 2
879 2
891 2
895 2
900 2
921 2
922 2
924 2
948 2
949 2
950 2
957 1
958 1
1079 2
1080 2
1081 2
1083 2
1086 2
1091 1
1092 2
1095 2
1100 2
1102 2
1108 2
1112 2
1131 2
1150 2
1174 2
1227 2
1241 2
1253 2
1267 2
1287 2
1288 2
1289 2
1291 1
1292 2
1293 2
1294 2
1295 2
1298 2
1302 2
1303 2
1305 2
1308 2
1309 1
1310 2
1311 2
1312 2
1317 2
1319 2
1322 2
1323 2
1328 1
1329 2
1330 2
1336 2
1337 2
1343 2
1349 2
1366 2
1375 0
1403 1
1428 1
1467 2
1469 1
1471 1
1499 2
1523 2
1524 2
1526 2
1529 2
1531 2
1537 2
1551 2
1598 2
1599 2
1601 2
1602 2
1605 2
1606 2
1608 2
1610 2
1612 2
1614 2
1618 2
1619 2
1621 2
1622 2
1635 2
1640 1
1655 2
1669 2
1689 1
1690 1
1792 2
1793 2
1795 2
1797 2
1799 2
1803 2
1900 2
1908 1
1909 2
1910 2
1911 2
1916 2
1919 2
1920 2
1924 2
1954 2
1976 2
2004 2
2008 2
2010 2
2021 2
2031 2
2038 2
2048 2
2058 2
2059 2
2062 2
2063 2
2066 2
2067 2
2077 2
2100 2
2163 2
2165 2
2169 2
2243 1
2244 2
2245 2
2246 2
2248 2
2251 2
2254 2
2255 2
2259 2
2282 2
2302 2
2333 2
2341 2
2349 2
2361 2
2372 2
2373 2
2376 2
2377 2
2385 2
2458 2
2459 2
2535 2
2536 2
2538 2
2541 2
2544 2
2548 2
2552 2
2558 2
2560 2
2566 2
2571 2
2572 2
2573 2
2576 2
2579 2
2582 2
2584 2
2589 2
2595 2
2605 2
2606 2
2607 2
2610 2
2614 2
2615 2
2620 2
2626 2
2647 2
2648 2
2649 2
2650 2
2653 1
2656 2
2659 2
2661 2
2669 2
2671 2
2673 2
2715 2
2741 2
2742 2
2764 2
2768 1
2769 1
2774 2
2776 1
2786 2
2805 2
2841 1
2844 2
2849 2
2851 2
2858 2
2869 1
2871 2
2873 2
2935 2
2939 2
2944 2
2955 2
2976 2
3001 2
3002 2
3048 2
3049 2
3339 2
3362 2
3368 2
3519 2
3525 2
3638 2
3642 2
3645 2
3652 2
3653 2
3656 2
3672 2
3673 2
3677 2
3680 2
3688 2
3738 2
3742 2
3753 2
3775 2
3777 2
3779 2
3788 2
3790 2
3817 2
3828 2
3829 2
3830 2
3842 2
3845 2
3853 2
3875 2
4099 2
4104 2
4105 2
4216 2
4222 2
4309 2
4310 2
4318 2
4319 2
4323 2
4360 2
4371 2
4377 2
4381 2
4424 2
4443 2
4451 2
4453 2
4471 2
4473 2
4529 2
4530 2
4651 2
4652 2
4653 2
4763 2
4772 2
4866 2
4867 2
4871 2
4908 2
4911 2
4912 2
4916 2
4917 2
4921 2
4969 2
4970 2
4971 2
4974 2
5001 2
5005 2
5026 2
5027 2
5028 2
5029 2
5030 2
5031 2
5085 2
5087 2
5097 2
5099 2
5224 2
5226 2
5227 2
5358 2
5361 2
5366 2
5401 2
5407 2
5524 2
5525 2
5529 2
5539 2
5566 2
5604 2
5618 2
5621 2
5649 2
5656 2
5659 2
5677 2
5682 2
5703 2
5704 2
5710 2
5712 2
5716 2
5722 2
5751 2
5816 2
5927 2
5965 2
6122 2
6221 2
6319 2
6322 2
6324 2
6327 2
6711 2
6714 2
6719 2
7016 2
7454 2
7560 2
7576 2
7608 2
7611 2
7618 2
7639 2
7686 2
7692 2
7768 2
7776 2
7886 2
8196 2
8199 2
8202 2
8835 2
8846 2
8870 2
8890 2
8910 2
8916 2
8965 2
8971 2
9022 2
9053 2
9496 2
9813 2
9822 2
9892 2
9901 2
9924 2
10188 2
10861 2
10862 2
10864 2
10870 2
10877 2
10936 2
10945 2
10954 2
10960 2
10971 2
10980 2
10992 2
10998 2
11016 2
11123 2
11169 2
11956 2
11957 2
11969 2
11970 2
11972 2
11976 2
11977 2
11986 2
11988 2
11999 2
12009 2
12011 2
12016 2
12051 2
12053 2
12085 2
12087 2
12091 2
12127 2
12129 2
12133 2
12202 2
12331 2
12370 2
12372 2
12375 2
12377 2
12383 2
12550 2
12555 2
12729 2
12738 2
12750 2
12761 2
12769 2
12780 2
12782 2
13082 2
13086 2
13097 2
13120 1
13135 2
13136 2
13153 2
13321 2
13332 2
13367 2
13544 2
13601 2
13754 2
13999 2
14003 2
14007 2
14010 2
14388 2
14393 2
14688 2
14695 2
15113 2
15116 2
15364 2
15584 2
15585 2
15748 2
15751 2
16033 2
16072 2
16075 2
16116 2
16494 2
16497 2
16500 2
16503 2
16966 2
17031 2
17631 2
17634 2
17637 2
17640 2
18799 2
18800 2
18802 2
18805 2
18811 1
18812 1
18814 2
18815 1
18816 1
18819 2
18820 2
18822 2
18827 2
18828 2
18830 2
18832 2
18838 1
18839 2
18841 2
18842 2
18848 1
18850 1
18853 2
18869 1
18884 1
18886 2
18888 2
18892 1
18899 1
18916 1
18918 2
18922 1
18923 1
18950 2
18951 1
18953 2
18955 2
18973 1
18974 1
18993 2
19026 2
19028 2
19031 2
19037 2
19039 2
19044 2
19046 2
19052 2
19056 2
19059 2
19075 2
19077 2
19094 2
19096 2
19097 2
19118 2
19120 2
19134 2
19191 1
19192 1
19194 1
19196 2
19197 2
19199 2
19201 2
19202 1
19204 2
19206 2
19210 2
19211 1
19213 2
19214 2
19228 2
19236 2
19257 1
19308 2
19310 2
19312 2
19314 2
19318 2
19388 2
19389 1
19391 2
19392 1
19394 2
19400 2
19425 2
19428 2
19487 2
19489 2
19548 2
19552 1
19554 2
19556 2
19563 1
19565 2
19577 2
19578 1
19580 1
19582 2
19612 2
19616 2
19621 2
19632 2
19702 2
19888 2
19890 2
19892 2
19893 2
19897 2
19899 2
19908 2
19909 1
19911 2
19913 2
19939 2
19942 2
19950 2
19961 2
20132 2
20135 2
20136 2
20138 2
20155 2
20163 2
20327 2
20328 2
20330 2
20347 2
20349 2
20370 2
20371 2
20443 2
20543 1
20545 2
20560 2
20574 2
20580 2
20591 2
20593 2
20602 2
20604 2
20607 2
20612 2
20613 2
20856 2
20858 2
21391 1
21393 2
21408 2
21423 2
21583 2
21589 2
22041 1
22043 2
22047 2
22054 2
22058 2
22069 2
22203 2
22217 2
22220 2
22683 1
22685 2
22700 2
22761 2
22840 2
22851 2
22854 2
23498 2
23499 1
23501 2
23508 1
23518 2
23529 2
23580 2
23759 2
23771 2
23777 2
23783 2
23824 2
23868 2
23883 2
23884 2
23886 2
24000 2
24002 2
24006 2
24008 2
24217 2
24522 2
24528 2
24534 2
25950 2
26580 2
26915 2
26916 2
26967 2
27241 2
27640 2
28458 2
28460 2
28464 2
28466 2
28472 2
28476 2
28495 2
28514 2
28538 2
28612 2
28615 2
28685 2
28768 2
28773 2
28784 2
28913 1
28916 2
28924 2
29029 2
29037 2
29073 2
29157 2
29292 1
29329 1
29330 1
29331 1
29332 1
29497 1
29500 1
29628 1
29688 2
29819 1
29821 1
29989 1
30140 1
30142 1
